FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A560;11120;24/09/2021;1;2;CONDUCTOR;ILESO;FEMENINO;50;3;1;CL 132 BIS - KR 153   02;-7.412.343.023;474.227.135.500.001;11;;;2020;1;3;301
A561;11121;24/09/2021;0;1;CONDUCTOR;ILESO;FEMENINO;32;3;1;CL 132 BIS - KR 153   02;-7.412.343.023;474.227.135.500.001;11;;;2011;1;3;301
A562;11122;24/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;KR 65  - CL 12   02;-74.115.978.539;463.322.660.799.997;16;;;2020;1;2;112
A563;11123;24/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 65  - CL 12   02;-74.115.978.539;463.322.660.799.997;16;;;2020;6;3;112
A564;11124;24/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;65;3;1;AU NORTE - CL 153   02;-74.048.372.618;473.759.170.400.007;1;;;2019;1;3;121
A565;11125;24/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;19;3;1;AU NORTE - CL 153   02;-74.048.372.618;473.759.170.400.007;1;;;1998;6;3;121
A566;11126;24/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;47;3;1;AV AVENIDA CIUDAD DE CALI - CL 86   77;-74.097.091.124;470.768.896.999.999;10;;;2014;1;3;121
A567;11127;24/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;24;3;1;AV AVENIDA CIUDAD DE CALI - CL 86   77;-74.097.091.124;470.768.896.999.999;10;;;2005;2;2;121
A568;11128;25/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;50;3;1;KR 30  - CL 65   02;-7.407.447.443;465.886.380.199.998;12;;;2015;1;3;121
A569;11129;25/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 30  - CL 65   02;-7.407.447.443;465.886.380.199.998;12;;;2010;6;3;121
A570;11130;28/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 77 J  - CL 65  S 02;-74.163.781.807;4.586.452.275;7;;;2012;4;2;157
A571;11131;30/09/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 140  - KR 20   02;-74.048.081.086;472.379.063.199.998;1;2;;2021;10;3;112
A572;11132;30/09/2021;0;1;CONDUCTOR;HERIDO;MASCULINO;38;2;1;CL 140  - KR 20   02;-74.048.081.086;472.379.063.199.998;1;2;;2014;1;3;112
A573;11133;1/10/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;33;2;1;KR 30  - CL 1   02;-74.106.618.242;459.877.851.200.002;16;3;;2012;10;3;121
A574;11134;1/10/2021;2;2;ACOMPANANTE;HERIDO;FEMENINO;31;2;1;KR 30  - CL 1   02;-74.106.618.242;459.877.851.200.002;16;3;;2012;10;3;121
A575;11135;1/10/2021;0;1;CONDUCTOR;HERIDO;MASCULINO;32;2;1;KR 30  - CL 1   02;-74.106.618.242;459.877.851.200.002;16;3;;2018;1;3;121
A576;11136;24/10/2021;1;2;MOTOCICLISTA;;;;2;1;CL 56  S- KR 24   02;-74.133.889.049;457.562.021.400.003;6;1;;2021;10;3;157
A577;11137;24/10/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 56  S- KR 24   02;-74.133.889.049;457.562.021.400.003;6;1;;2020;10;3;157
A578;11138;25/10/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;CL 45  S- KR 72 N  02;-74.146.507.845;4.595.874.047;8;2;;2021;10;3;103
A579;11139;25/10/2021;2;2;ACOMPANANTE;HERIDO;FEMENINO;22;2;1;CL 45  S- KR 72 N  02;-74.146.507.845;4.595.874.047;8;2;;2021;10;3;103
A580;11140;25/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;79;2;1;CL 45  S- KR 72 N  02;-74.146.507.845;4.595.874.047;8;2;;2007;1;2;103
A581;11141;25/10/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;20;2;1;KR 89 A  - CL 45 A  S 02;-74.176.266.438;463.469.027.899.998;8;4;;2021;10;3;123
A582;11142;25/10/2021;2;2;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 89 A  - CL 45 A  S 02;-74.176.266.438;463.469.027.899.998;8;4;;2021;10;3;123
A583;11143;25/10/2021;0;1;CONDUCTOR;HERIDO;MASCULINO;25;2;1;KR 89 A  - CL 45 A  S 02;-74.176.266.438;463.469.027.899.998;8;4;;2020;5;2;123
A584;11144;25/10/2021;3;1;PASAJERO;HERIDO;FEMENINO;22;2;1;KR 89 A  - CL 45 A  S 02;-74.176.266.438;463.469.027.899.998;8;4;;2020;5;2;123
A585;11145;22/10/2021;1;;PEATON;HERIDO;FEMENINO;28;2;2;AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 57 R  S 02;-74.161.966.876;459.563.301.000.003;19;1;;;;;113
A586;11146;22/10/2021;1;;PEATON;HERIDO;FEMENINO;28;2;2;AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 57 R  S 02;-74.161.966.876;459.563.301.000.003;19;1;;;;;139
A587;11147;22/10/2021;0;1;MOTOCICLISTA;ILESO;MASCULINO;20;2;2;AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 57 R  S 02;-74.161.966.876;459.563.301.000.003;19;1;;2006;10;3;113
A588;11148;22/10/2021;0;1;MOTOCICLISTA;ILESO;MASCULINO;20;2;2;AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 57 R  S 02;-74.161.966.876;459.563.301.000.003;19;1;;2006;10;3;139
A589;11149;6/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;28;2;1;KR 29 C C - CL 70   02;-740.749.789.609.999;466.487.110.200.006;12;1;;2019;5;3;157
A590;11150;6/11/2021;0;1;CONDUCTOR;HERIDO;MASCULINO;31;2;1;KR 29 C C - CL 70   02;-740.749.789.609.999;466.487.110.200.006;12;1;;2010;1;3;157
A591;11151;7/11/2021;1;2;CICLISTA;HERIDO;MASCULINO;9;2;1;CL 70  S- KR 88 F  10;-74.197.663.647;462.445.559.000.003;7;2;;;13;0;139
A592;11152;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;18;2;1;CL 70  S- KR 88 F  10;-74.197.663.647;462.445.559.000.003;7;2;;2016;10;3;139
A593;11153;7/11/2021;1;;PEATON;HERIDO;FEMENINO;63;2;2;KR 70  - CL 65 A  48;-74.096.089.665;467.725.873.400.002;10;2;;;;;105
A594;11154;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;36;2;2;KR 70  - CL 65 A  48;-74.096.089.665;467.725.873.400.002;10;2;;2012;10;3;105
A595;11155;2/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;KR 30  - CL 26   02;-74.081.101.388;4.627.775.461;13;;;2013;8;2;157
A596;11156;2/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;KR 30  - CL 26   02;-74.081.101.388;4.627.775.461;13;;;2013;8;2;157
A597;11157;2/11/2021;0;1;CONDUCTOR;ILESO;FEMENINO;46;3;1;KR 30  - CL 26   02;-74.081.101.388;4.627.775.461;13;;;2018;1;3;157
A598;11158;2/11/2021;0;1;CONDUCTOR;ILESO;FEMENINO;46;3;1;KR 30  - CL 26   02;-74.081.101.388;4.627.775.461;13;;;2018;1;3;157
A599;11159;7/11/2021;3;4;MOTOCICLISTA;ILESO;MASCULINO;26;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2019;10;3;157
A600;11160;7/11/2021;3;4;MOTOCICLISTA;ILESO;MASCULINO;26;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2019;10;3;157
A601;11161;7/11/2021;3;4;MOTOCICLISTA;ILESO;MASCULINO;26;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2019;10;3;157
A602;11162;7/11/2021;3;4;MOTOCICLISTA;ILESO;MASCULINO;26;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2019;10;3;157
A603;11163;7/11/2021;2;3;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A604;11164;7/11/2021;2;3;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A605;11165;7/11/2021;2;3;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A606;11166;7/11/2021;2;3;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A607;11167;7/11/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2020;10;3;157
A608;11168;7/11/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2020;10;3;157
A609;11169;7/11/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2020;10;3;157
A610;11170;7/11/2021;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2020;10;3;157
A611;11171;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A612;11172;7/11/2021;4;1;ACOMPANANTE;HERIDO;MASCULINO;39;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A613;11173;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A614;11174;7/11/2021;4;1;ACOMPANANTE;HERIDO;MASCULINO;39;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A615;11175;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A616;11176;7/11/2021;4;1;ACOMPANANTE;HERIDO;MASCULINO;39;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A617;11177;7/11/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A618;11178;7/11/2021;4;1;ACOMPANANTE;HERIDO;MASCULINO;39;2;1;CL 80  - KR 119   02;-74.125.106.952;472.596.269.500.002;10;4;;2021;10;3;157
A619;11179;31/10/2021;2;3;CONDUCTOR;ILESO;MASCULINO;24;3;1;KR 15  - CL 124   02;-74.043.029.936;470.230.387.399.999;1;;;2015;1;2;121
A620;11180;31/10/2021;1;2;CONDUCTOR;ILESO;MASCULINO;62;3;1;KR 15  - CL 124   02;-74.043.029.936;470.230.387.399.999;1;;;2021;1;3;121
A621;11181;31/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;18;3;1;KR 15  - CL 124   02;-74.043.029.936;470.230.387.399.999;1;;;2007;1;3;121
A622;11182;31/10/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;20;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2020;10;3;157
A623;11183;31/10/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;20;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2020;10;3;157
A624;11184;31/10/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;20;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2020;10;3;301
A625;11185;31/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2021;1;3;157
A626;11186;31/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2021;1;3;157
A627;11187;31/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 88  - CL 66  S 02;-74.189.438.864;461.096.358.700.001;7;;;2021;1;3;301
A628;11188;1/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;25;3;1;KR 52 C  - DG 48  S 02;-74.137.204.543;4.591.660.305;6;;;2016;1;3;112
A629;11189;1/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;51;3;1;KR 52 C  - DG 48  S 02;-74.137.204.543;4.591.660.305;6;;;2009;1;2;112
A630;11190;30/10/2021;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 15  - CL 127   02;-74.042.819.288;470.435.937.399.998;1;;;2020;5;3;157
A631;11191;30/10/2021;0;1;CONDUCTOR;ILESO;MASCULINO;44;3;1;KR 15  - CL 127   02;-74.042.819.288;470.435.937.399.998;1;;;2015;1;2;157
A632;11192;6/04/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;22;3;1;KR 19  - CL 102   02;-74.052;4.688;1;;;2020;10;3;157
A633;11193;6/04/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;22;3;1;KR 19  - CL 102   02;-74.052;4.688;1;;;2020;10;3;157
A634;11194;6/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 19  - CL 102   02;-74.052;4.688;1;;;2021;1;3;157
A635;11195;6/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 19  - CL 102   02;-74.052;4.688;1;;;2021;1;3;157
A636;11196;3/04/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;CL 116  - KR 50   02;-74.059;4.7;11;;;2013;1;3;103
A637;11197;3/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;CL 116  - KR 50   02;-74.059;4.7;11;;;2020;1;2;103
A638;11198;7/04/2022;0;1;MOTOCICLISTA;MUERTO;MASCULINO;25;1;1;AV AVENIDA BOYACA - CL 128   02;-74.077;4.715;11;;1;2020;10;3;116
A639;11199;7/04/2022;1;2;CICLISTA;MUERTO;MASCULINO;31;1;1;CL 59 C  - KR 87 F  S 02;-74.187;4.622;7;;1;;13;0;98
A640;11200;7/04/2022;1;2;CICLISTA;MUERTO;MASCULINO;31;1;1;CL 59 C  - KR 87 F  S 02;-74.187;4.622;7;;1;;13;0;157
A641;11201;7/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;1;1;CL 59 C  - KR 87 F  S 02;-74.187;4.622;7;;1;2021;4;2;98
A642;11202;7/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;1;1;CL 59 C  - KR 87 F  S 02;-74.187;4.622;7;;1;2021;4;2;157
A643;11203;5/04/2022;1;2;CICLISTA;HERIDO;MASCULINO;24;2;1;CL 6 D  - KR 92   02;-74.159;4.652;8;1;;;13;0;112
A644;11204;5/04/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;2;1;CL 6 D  - KR 92   02;-74.159;4.652;8;1;;2015;5;2;112
A645;11205;19/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;CL 9  - KR 26   02;-74.092.127.695;4.606.888.031;14;3;;2012;10;3;112
A646;11206;19/02/2022;2;2;ACOMPANANTE;HERIDO;MASCULINO;22;2;1;CL 9  - KR 26   02;-74.092.127.695;4.606.888.031;14;3;;2012;10;3;112
A647;11207;19/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;49;2;1;CL 9  - KR 26   02;-74.092.127.695;4.606.888.031;14;3;;1989;1;3;112
A648;11208;12/02/2022;2;3;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;1992;1;3;141
A649;11209;12/02/2022;2;3;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;1992;1;3;141
A650;11210;12/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;56;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;2015;1;3;141
A651;11211;12/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;56;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;2015;1;3;141
A652;11212;12/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;70;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;2007;1;3;141
A653;11213;12/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;70;3;1;CL 42  S- KR 78 K  02;-74.16;4.618;8;;;2007;1;3;141
A654;11214;19/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;61;1;1;KR 12 B  - CL 17  S 02;-74.096.424.594;4.581.406.218;15;1;1;2006;1;3;112
A655;11215;19/02/2022;0;1;MOTOCICLISTA;MUERTO;MASCULINO;41;1;1;KR 12 B  - CL 17  S 02;-74.096.424.594;4.581.406.218;15;1;1;2016;10;3;112
A656;11216;19/02/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;57;1;1;KR 12 B  - CL 17  S 02;-74.096.424.594;4.581.406.218;15;1;1;2016;10;3;112
A657;11217;19/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;22;2;1;CL 51  - KR 10   02;-74.122.701.739;4.558.254.345;6;1;;2021;10;3;142
A658;11218;19/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;22;2;1;CL 51  - KR 10   02;-74.122.701.739;4.558.254.345;6;1;;2021;10;3;142
A659;11219;19/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;34;2;1;CL 51  - KR 10   02;-74.122.701.739;4.558.254.345;6;1;;2001;1;3;142
A660;11220;19/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;34;2;1;CL 51  - KR 10   02;-74.122.701.739;4.558.254.345;6;1;;2001;1;3;142
A661;11221;19/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;37;2;1;KR 86  - CL 92   02;-74.093.699.388;4.711.110.429;11;2;;;13;0;157
A662;11222;19/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;37;2;1;KR 86  - CL 92   02;-74.093.699.388;4.711.110.429;11;2;;;13;0;157
A663;11223;19/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;1;KR 86  - CL 92   02;-74.093.699.388;4.711.110.429;11;2;;2021;10;3;157
A664;11224;19/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;1;KR 86  - CL 92   02;-74.093.699.388;4.711.110.429;11;2;;2021;10;3;157
A665;11225;19/02/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;54;2;1;AV AVENIDA CIUDAD DE CALI - CL 26   02;-74.119;4.679;10;2;;2015;1;2;121
A666;11226;19/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;30;2;1;AV AVENIDA CIUDAD DE CALI - CL 26   02;-74.119;4.679;10;2;;1998;1;3;121
A667;11227;20/02/2022;1;;PEATON;MUERTO;MASCULINO;84;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;;;;142
A668;11228;20/02/2022;1;;PEATON;MUERTO;MASCULINO;84;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;;;;411
A669;11229;20/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;27;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;2021;10;3;142
A670;11230;20/02/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;25;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;2021;10;3;142
A671;11231;20/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;27;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;2021;10;3;411
A672;11232;20/02/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;25;1;2;KR 14  - CL 63   02;-74.064.424.111;4.649.780.012;2;2;1;2021;10;3;411
A673;11233;21/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;34;2;1;KR 81  - CL 76   02;-74.099.128.446;4.697.620.395;10;1;;;10;3;112
A674;11234;21/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;2;1;KR 81  - CL 76   02;-74.099.128.446;4.697.620.395;10;1;;2004;1;2;112
A675;11235;18/02/2022;1;2;MOTOCICLISTA;HERIDO;FEMENINO;35;2;1;CL 22  - KR 86   02;-74.13;4.666;9;1;;2021;10;3;98
A676;11236;18/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;22;2;1;CL 22  - KR 86   02;-74.13;4.666;9;1;;2010;3;2;98
A677;11237;15/02/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;44;3;1;CL 68  - KR 53   02;-74.078;4.666;12;;;2016;10;3;121
A678;11238;15/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 68  - KR 53   02;-74.078;4.666;12;;;2017;1;3;121
A679;11239;16/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 28  S- KR 18 C  02;-74.108;4.579;18;;;2014;2;2;102
A680;11240;16/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;CL 28  S- KR 18 C  02;-74.108;4.579;18;;;2013;1;3;102
A681;11241;15/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;58;3;1;CL 128 B  - KR 59 B BIS  02;-74.073;4.718;11;;;2013;1;3;112
A682;11242;15/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;23;3;1;CL 128 B  - KR 59 B BIS  02;-74.073;4.718;11;;;2021;2;2;112
A683;11243;14/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 12  - CL 70   02;-74.061;4.656;2;;;2017;5;3;121
A684;11244;14/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 12  - CL 70   02;-74.061;4.656;2;;;2017;5;3;141
A685;11245;14/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;66;3;1;KR 12  - CL 70   02;-74.061;4.656;2;;;2015;1;3;121
A686;11246;14/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;66;3;1;KR 12  - CL 70   02;-74.061;4.656;2;;;2015;1;3;141
A687;11247;15/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;40;3;1;CL 63  - KR 70   02;-74.101;4.671;10;;;2015;5;3;121
A688;11248;15/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;CL 63  - KR 70   02;-74.101;4.671;10;;;2018;9;2;121
A689;11249;15/02/2022;1;2;MOTOCICLISTA;;;;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;2015;10;1;145
A690;11250;15/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;26;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;2013;9;2;145
A691;11251;23/02/2022;2;3;CICLISTA;ILESO;MASCULINO;23;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;13;0;98
A692;11252;23/02/2022;2;3;CICLISTA;ILESO;MASCULINO;23;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;13;0;106
A693;11253;23/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;10;3;98
A694;11254;23/02/2022;3;2;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;10;3;98
A695;11255;23/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;10;3;106
A696;11256;23/02/2022;3;2;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;;10;3;106
A697;11257;23/02/2022;0;1;CONDUCTOR;ILESO;FEMENINO;46;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;2017;1;3;98
A698;11258;23/02/2022;0;1;CONDUCTOR;ILESO;FEMENINO;46;2;1;KR 14  - CL 11   02;-74.081;4.602;3;2;;2017;1;3;106
A699;11259;22/02/2022;1;;PEATON;HERIDO;MASCULINO;65;2;2;KR 87 h  - CL 41 a  S 02;-74.169.286.361;4.635.131.919;8;1;;;;;410
A700;11260;22/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;26;2;2;KR 87 h  - CL 41 a  S 02;-74.169.286.361;4.635.131.919;8;1;;2010;5;2;410
A701;11261;19/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;45;3;1;KR 86  - CL 72   02;-74.106;4.696;10;;;1994;5;3;103
A702;11262;19/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;KR 86  - CL 72   02;-74.106;4.696;10;;;2015;2;2;103
A703;11263;19/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;CL 37  S- KR 52 A  02;-74.092;4.643;16;;;2016;1;3;122
A704;11264;19/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;CL 37  S- KR 52 A  02;-74.092;4.643;16;;;2014;2;2;122
A705;11265;22/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;2;1;CL 129  - KR 7 B BIS  02;-74.03;4.708;1;1;;2014;6;3;112
A706;11266;22/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;28;2;1;CL 129  - KR 7 B BIS  02;-74.03;4.708;1;1;;2021;10;3;112
A707;11267;19/02/2022;2;3;MOTOCICLISTA;ILESO;MASCULINO;23;3;1;CL 19  - KR 27   02;-74.086;4.616;14;;;2016;10;3;121
A708;11268;19/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 19  - KR 27   02;-74.086;4.616;14;;;2019;1;3;121
A709;11269;19/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;CL 19  - KR 27   02;-74.086;4.616;14;;;2010;1;2;121
A710;11270;1/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;48;3;1;TV 6 C  E- DG 33  S 02;-74.089;4.556;4;;;2006;1;2;112
A711;11271;1/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;55;3;1;TV 6 C  E- DG 33  S 02;-74.089;4.556;4;;;2017;1;3;112
A712;11272;1/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 68  - CL 65   02;-74.09;4.671;12;;;2018;1;2;98
A713;11273;1/03/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;41;3;1;KR 68  - CL 65   02;-74.09;4.671;12;;;2021;10;3;98
A714;11274;1/03/2022;1;2;CONDUCTOR;ILESO;MASCULINO;69;3;1;KR 7  - CL 72   02;-74.055.177.786;465.494.156;2;;;2015;1;3;121
A715;11275;1/03/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 7  - CL 72   02;-74.055.177.786;465.494.156;2;;;2011;2;2;121
